-0.76806640625 	-0.40283203125 	0.00384521484375	-0.49786376953125	<Pose: rest>	 	 	-59	
-0.77099609375 	-0.40411376953125	0.00494384765625	-0.4923095703125	<Pose: rest>	 	 	-59	
-0.76922607421875	-0.408935546875	0.016845703125 	-0.49078369140625	<Pose: rest>	 	 	-59	
-0.76287841796875	-0.39764404296875	0.00555419921875	-0.5098876953125	<Pose: rest>	 	 	-59	
-0.7646484375  	-0.39581298828125	0.00750732421875	-0.50860595703125	<Pose: rest>	 	 	-59	
-0.76751708984375	-0.392822265625	0.01739501953125	-0.50634765625 	<Pose: rest>	 	 	-59	
-0.768310546875	-0.38909912109375	0.0286865234375	-0.507568359375	<Pose: rest>	 	 	-59	
-0.77288818359375	-0.3765869140625	0.021484375    	-0.51031494140625	<Pose: rest>	 	 	-59	
-0.7783203125  	-0.37646484375 	0.03533935546875	-0.50128173828125	<Pose: rest>	 	 	-59	
-0.80841064453125	-0.35723876953125	0.00921630859375	-0.4677734375  	<Pose: rest>	 	 	-59	
-0.857421875   	-0.312255859375	-0.02789306640625	-0.408203125   	<Pose: rest>	 	 	-59	
-0.9019775390625	-0.30291748046875	-0.06439208984375	-0.301025390625	<Pose: rest>	 	 	-59	
-0.866943359375	-0.3756103515625	-0.13836669921875	-0.29718017578125	<Pose: rest>	 	 	-59	
-0.741455078125	-0.52142333984375	-0.26812744140625	-0.32647705078125	<Pose: rest>	 	 	-59	
-0.55963134765625	-0.6802978515625	-0.37933349609375	-0.283203125   	<Pose: rest>	 	 	-59	
-0.3909912109375	-0.77044677734375	-0.45257568359375	-0.22100830078125	<Pose: rest>	 	 	-59	
-0.38232421875 	-0.78387451171875	-0.4437255859375	-0.20635986328125	<Pose: rest>	 	 	-59	
-0.51934814453125	-0.69903564453125	-0.3936767578125	-0.29461669921875	<Pose: rest>	 	 	-59	
-0.68695068359375	-0.5185546875  	-0.28582763671875	-0.4215087890625	<Pose: rest>	 	 	-59	
-0.8277587890625	-0.3172607421875	-0.12664794921875	-0.44525146484375	<Pose: rest>	 	 	-59	
-0.93182373046875	-0.18682861328125	-0.0196533203125	-0.31060791015625	<Pose: rest>	 	 	-59	
-0.91973876953125	-0.20184326171875	-0.0347900390625	-0.3350830078125	<Pose: rest>	 	 	-59	
-0.86419677734375	-0.29083251953125	-0.11529541015625	-0.39422607421875	<Pose: rest>	 	 	-59	
-0.79925537109375	-0.4207763671875	-0.21417236328125	-0.3719482421875	<Pose: rest>	 	 	-59	
-0.702880859375	-0.5625        	-0.29791259765625	-0.31768798828125	<Pose: rest>	 	 	-59	
-0.5792236328125	-0.67572021484375	-0.3662109375  	-0.2718505859375	<Pose: rest>	 	 	-59	
-0.49298095703125	-0.726318359375	-0.4027099609375	-0.2596435546875	<Pose: rest>	 	 	-59	
-0.5184326171875	-0.7010498046875	-0.39373779296875	-0.29132080078125	<Pose: rest>	 	 	-59	
-0.6488037109375	-0.595703125   	-0.3404541015625	-0.32916259765625	<Pose: rest>	 	 	-59	
-0.79541015625 	-0.43365478515625	-0.2381591796875	-0.3502197265625	<Pose: rest>	 	 	-59	
-0.9254150390625	-0.2823486328125	-0.07855224609375	-0.2403564453125	<Pose: rest>	 	 	-59	
-0.97296142578125	-0.20166015625 	0.00390625     	-0.11297607421875	<Pose: rest>	 	 	-59	
-0.96807861328125	-0.214599609375	-0.00335693359375	-0.12957763671875	<Pose: rest>	 	 	-59	
-0.97637939453125	-0.2088623046875	-0.00140380859375	-0.056396484375	<Pose: rest>	 	 	-59	
-0.97430419921875	-0.22259521484375	-0.02081298828125	0.02801513671875	<Pose: rest>	 	 	-59	
-0.96685791015625	-0.2408447265625	-0.0340576171875	0.0782470703125	<Pose: rest>	 	 	-59	
-0.956298828125	-0.26104736328125	-0.0535888671875	0.12066650390625	<Pose: rest>	 	 	-59	
-0.94085693359375	-0.2874755859375	-0.10302734375 	0.1468505859375	<Pose: rest>	 	 	-59	
-0.93170166015625	-0.3021240234375	-0.12274169921875	0.1600341796875	<Pose: rest>	 	 	-59	
-0.921142578125	-0.319580078125	-0.14215087890625	0.17095947265625	<Pose: rest>	 	 	-59	
-0.9168701171875	-0.3306884765625	-0.1439208984375	0.171142578125 	<Pose: rest>	 	 	-59	
-0.9150390625  	-0.33599853515625	-0.14471435546875	0.17022705078125	<Pose: rest>	 	 	-59	
-0.9095458984375	-0.34271240234375	-0.15814208984375	0.17425537109375	<Pose: rest>	 	 	-59	
-0.9051513671875	-0.34686279296875	-0.16888427734375	0.1787109375   	<Pose: rest>	 	 	-59	
-0.89971923828125	-0.3507080078125	-0.18414306640625	0.183349609375 	<Pose: rest>	 	 	-59	
-0.891845703125	-0.35675048828125	-0.2095947265625	0.182861328125 	<Pose: rest>	 	 	-59	
-0.87872314453125	-0.3582763671875	-0.24859619140625	0.19439697265625	<Pose: rest>	 	 	-59	
-0.868896484375	-0.36712646484375	-0.2720947265625	0.19049072265625	<Pose: rest>	 	 	-59	
-0.862548828125	-0.36669921875 	-0.2889404296875	0.1953125      	<Pose: rest>	 	 	-59	
-0.86474609375 	-0.365234375   	-0.28948974609375	0.1873779296875	<Pose: rest>	 	 	-59	
-0.8792724609375	-0.35125732421875	-0.28179931640625	0.15521240234375	<Pose: rest>	 	 	-59	
-0.89483642578125	-0.3555908203125	-0.2587890625  	0.0770263671875	<Pose: rest>	 	 	-59	
-0.90240478515625	-0.3570556640625	-0.18450927734375	-0.1558837890625	<Pose: rest>	 	 	-59	
-0.88568115234375	-0.30841064453125	-0.102783203125	-0.33172607421875	<Pose: rest>	 	 	-59	
-0.83770751953125	-0.2767333984375	-0.11212158203125	-0.45733642578125	<Pose: rest>	 	 	-59	
-0.8189697265625	-0.31097412109375	-0.1661376953125	-0.452880859375	<Pose: rest>	 	 	-59	
